Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
18-08-2011,AXISBANK,EQ,1169.8,1171.8,1172.9,1098.4,1108,1109.25,1118.42,2586649,2.89295E+14,96728,1002538,0.3876
19-08-2011,AXISBANK,EQ,1109.25,1098.15,1100,1041,1072.7,1069.6,1071.04,3193210,3.42004E+14,79511,1256038,0.3933
22-08-2011,AXISBANK,EQ,1069.6,1075.15,1078,1026.2,1056.7,1051.1,1045.4,2498301,2.61173E+14,72887,807911,0.3234
23-08-2011,AXISBANK,EQ,1051.1,1058,1102.9,1051,1082,1083.55,1078.56,2538610,2.73803E+14,73766,1014275,0.3995
24-08-2011,AXISBANK,EQ,1083.55,1078.55,1114.4,1036,1036,1049.7,1079.4,2479119,2.67596E+14,80844,708478,0.2858
25-08-2011,AXISBANK,EQ,1049.7,1055,1063.7,1005.2,1024.7,1019.25,1025.35,3869192,3.96729E+14,109551,1604074,0.4146
26-08-2011,AXISBANK,EQ,1019.25,1025.95,1031.85,991.8,999,1000.3,1011.55,2196043,2.2214E+14,78038,773242,0.3521
29-08-2011,AXISBANK,EQ,1000.3,1019,1051.95,1015.5,1044,1039.45,1035.24,2216055,2.29415E+14,73572,1082097,0.4883
30-08-2011,AXISBANK,EQ,1039.45,1060,1080,1054.95,1074,1072.75,1068.23,1885385,2.01403E+14,61446,658378,0.3492
02-09-2011,AXISBANK,EQ,1072.75,1104,1109.7,1048.1,1088,1080.4,1067.35,2218144,2.36753E+14,80834,1044614,0.4709
05-09-2011,AXISBANK,EQ,1080.4,1073.6,1124.75,1058,1120,1114.45,1095.11,2747411,3.00872E+14,60075,1301382,0.4737
06-09-2011,AXISBANK,EQ,1114.45,1109,1149,1085.1,1134.9,1140.45,1114.26,3018336,3.36321E+14,74834,1231021,0.4078
07-09-2011,AXISBANK,EQ,1140.45,1141.5,1159,1138.95,1142.5,1143.45,1150.24,2019630,2.32306E+14,48582,826022,0.409
08-09-2011,AXISBANK,EQ,1143.45,1141.55,1160.85,1126.4,1152,1150.55,1146.64,2489945,2.85506E+14,53760,1237036,0.4968
09-09-2011,AXISBANK,EQ,1150.55,1147.2,1153.9,1096.3,1096.3,1103.3,1123.52,2311891,2.59746E+14,59168,703563,0.3043
12-09-2011,AXISBANK,EQ,1103.3,1090,1092,1042.5,1047,1051.55,1062.98,1406050,1.4946E+14,49222,433834,0.3085
13-09-2011,AXISBANK,EQ,1051.55,1055.3,1078.55,1039,1048.35,1049.85,1059.76,1550047,1.64268E+14,55089,371057,0.2394
14-09-2011,AXISBANK,EQ,1049.85,1055,1094.6,1043.25,1088,1088.7,1068.57,2164644,2.31307E+14,75133,442169,0.2043
15-09-2011,AXISBANK,EQ,1088.7,1096.7,1123,1066.65,1122.45,1115.7,1090.77,1905432,2.07838E+14,64187,319597,0.1677
16-09-2011,AXISBANK,EQ,1115.7,1131,1140.95,1105.7,1133.4,1133.35,1127.36,3263502,3.67913E+14,91178,920088,0.2819
19-09-2011,AXISBANK,EQ,1133.35,1124.8,1124.8,1099,1100,1104.65,1109.65,1300820,1.44346E+14,44462,298870,0.2298
20-09-2011,AXISBANK,EQ,1104.65,1101.3,1149.9,1099,1149.9,1143.9,1126.84,1521823,1.71486E+14,50078,397563,0.2612
21-09-2011,AXISBANK,EQ,1143.9,1143.1,1161,1130.25,1155,1156.6,1147.22,2574644,2.95369E+14,70050,709116,0.2754
22-09-2011,AXISBANK,EQ,1156.6,1131,1135.9,1107,1119,1112.4,1124.08,1995895,2.24355E+14,55460,824176,0.4129
23-09-2011,AXISBANK,EQ,1112.4,1100.1,1115.95,1065.4,1082.55,1086.85,1088.76,2740795,2.98406E+14,81448,755031,0.2755
26-09-2011,AXISBANK,EQ,1086.85,1083.4,1084.4,1038.3,1054,1056,1056.16,2716021,2.86856E+14,80261,1039757,0.3828
27-09-2011,AXISBANK,EQ,1056,1074,1095,1065,1094.1,1088,1078.84,1919494,2.07083E+14,49754,769492,0.4009
28-09-2011,AXISBANK,EQ,1088,1091,1096,1065.45,1072,1072.7,1077.67,2016743,2.17339E+14,57478,753734,0.3737
29-09-2011,AXISBANK,EQ,1072.7,1064,1080.5,1055.1,1071.75,1069.75,1068.58,2185228,2.33508E+14,65968,1016087,0.465
30-09-2011,AXISBANK,EQ,1069.75,1062.2,1063,1010.6,1030.5,1018.9,1036.74,2927004,3.03455E+14,88561,1514258,0.5173
03-10-2011,AXISBANK,EQ,1018.9,1003,1005,980,988.35,988.5,990.39,1993982,1.97482E+14,83505,1006755,0.5049
04-10-2011,AXISBANK,EQ,988.5,984.4,996.4,951,963.1,959.75,973.78,3228348,3.14371E+14,102050,1306633,0.4047
05-10-2011,AXISBANK,EQ,959.75,972,975,945.2,955,952,954.75,2180747,2.08206E+14,59978,670623,0.3075
07-10-2011,AXISBANK,EQ,952,977.15,1038.5,977.15,1032.05,1030.3,1018.39,2544501,2.5913E+14,89051,1007798,0.3961
10-10-2011,AXISBANK,EQ,1030.3,1030,1055,1016.85,1055,1048.85,1037.73,1471142,1.52666E+14,41539,362685,0.2465
11-10-2011,AXISBANK,EQ,1048.85,1060.25,1080.85,1045,1050.25,1052.75,1059.9,1847144,1.95779E+14,48311,722928,0.3914
12-10-2011,AXISBANK,EQ,1052.75,1056,1099.9,1038.2,1095.6,1093.35,1068.93,2482882,2.65402E+14,78443,621155,0.2502
13-10-2011,AXISBANK,EQ,1093.35,1100,1108,1080,1080,1086.55,1093.49,3075951,3.36352E+14,84174,999650,0.325
14-10-2011,AXISBANK,EQ,1086.55,1075.55,1110,1075.55,1094,1103.35,1100.36,2172836,2.3909E+14,62058,707627,0.3257
17-10-2011,AXISBANK,EQ,1103.35,1111.9,1132.8,1108.25,1115,1121.85,1123.88,1809829,2.03404E+14,57614,701972,0.3879
18-10-2011,AXISBANK,EQ,1121.85,1100,1105.05,1077.25,1103.1,1097.55,1090.46,2051977,2.2376E+14,66810,898416,0.4378
19-10-2011,AXISBANK,EQ,1097.55,1105,1135,1104.7,1132,1132.75,1125.6,1162310,1.30829E+14,44731,315992,0.2719
20-10-2011,AXISBANK,EQ,1132.75,1116,1136,1100.1,1130,1130.6,1115.54,1475784,1.64629E+14,55698,503461,0.3411
21-10-2011,AXISBANK,EQ,1130.6,1136.8,1139.9,1122.3,1124.1,1127.7,1131.45,1419262,1.60582E+14,51415,426905,0.3008
24-10-2011,AXISBANK,EQ,1127.7,1158.1,1189.1,1153.1,1165,1168.55,1172.08,2955520,3.46412E+14,74331,1108042,0.3749
25-10-2011,AXISBANK,EQ,1168.55,1172.25,1194,1110,1118,1117.75,1137.58,6108295,6.9487E+14,119020,2947104,0.4825
26-10-2011,AXISBANK,EQ,1117.75,1127,1134.9,1119,1122.05,1122.95,1127,431323,4.86102E+13,13386,128007,0.2968
28-10-2011,AXISBANK,EQ,1122.95,1161,1182.8,1145.55,1151,1150.5,1168.54,4092836,4.78266E+14,134993,2645123,0.6463
31-10-2011,AXISBANK,EQ,1150.5,1150,1164.05,1141.5,1157,1159.35,1155.63,2049629,2.36861E+14,79757,1052533,0.5135
01-11-2011,AXISBANK,EQ,1159.35,1150,1156.3,1130.1,1136.5,1135.95,1143.16,1140433,1.3037E+14,38697,447207,0.3921
02-11-2011,AXISBANK,EQ,1135.95,1124,1139.85,1117.2,1122.6,1125.95,1129.67,1674048,1.89112E+14,49039,713345,0.4261
03-11-2011,AXISBANK,EQ,1125.95,1119.9,1130,1102.3,1114.2,1115.85,1113.84,1720967,1.91687E+14,54319,634786,0.3689
04-11-2011,AXISBANK,EQ,1115.85,1135.8,1145,1123.65,1127.5,1128.5,1135.61,1851582,2.10267E+14,60635,874290,0.4722
08-11-2011,AXISBANK,EQ,1128.5,1139,1153.9,1129.3,1137.5,1140.35,1142.04,1569232,1.79212E+14,53524,403183,0.2569
09-11-2011,AXISBANK,EQ,1140.35,1149,1150.1,1103.5,1105,1112.3,1129.19,1802188,2.03502E+14,55059,752452,0.4175
11-11-2011,AXISBANK,EQ,1112.3,1103,1112.65,1052,1056,1057,1074.08,2915291,3.13126E+14,97565,1322415,0.4536
14-11-2011,AXISBANK,EQ,1057,1073,1081,1046.3,1046.7,1049.5,1062.99,1272332,1.35247E+14,47369,365663,0.2874
15-11-2011,AXISBANK,EQ,1049.5,1044,1051,998.2,1005,1008.4,1023.3,2133285,2.18298E+14,65083,740724,0.3472
16-11-2011,AXISBANK,EQ,1008.4,1008.5,1021.1,977.9,1012.9,1006.15,997.25,2686166,2.67878E+14,89819,742913,0.2766
17-11-2011,AXISBANK,EQ,1006.15,1004,1009.5,981.05,982.9,985.55,993.24,2210100,2.19517E+14,65534,790038,0.3575
18-11-2011,AXISBANK,EQ,985.55,978.1,980.8,940,970,964.2,956.67,3491717,3.34041E+14,94656,1451556,0.4157
21-11-2011,AXISBANK,EQ,964.2,960,971.2,943.15,947.4,947,958.46,1995224,1.91234E+14,58459,765595,0.3837
22-11-2011,AXISBANK,EQ,947,951.5,958.9,930.3,944,947,946.55,3334177,3.15596E+14,102961,1298474,0.3894
23-11-2011,AXISBANK,EQ,947,937,942.8,921.1,940.45,937.1,931.76,2621078,2.44222E+14,87834,1273382,0.4858
24-11-2011,AXISBANK,EQ,937.1,940,964.7,935.65,964.7,957.25,951.27,3037875,2.88985E+14,86412,1183254,0.3895
25-11-2011,AXISBANK,EQ,957.25,954.95,977.85,945.45,962,967.25,966.51,1811853,1.75118E+14,41725,610214,0.3368
28-11-2011,AXISBANK,EQ,967.25,981.2,997,974.6,989,991.4,986.34,1553023,1.53181E+14,52497,494611,0.3185
29-11-2011,AXISBANK,EQ,991.4,993,1001.7,965.25,973,975.8,985.2,1970083,1.94092E+14,59071,625813,0.3177
30-11-2011,AXISBANK,EQ,975.8,961,974.8,936,949.15,947.65,957.3,2602878,2.49173E+14,64784,928489,0.3567
01-12-2011,AXISBANK,EQ,947.65,985.1,998.7,963.1,971.8,972.6,981.02,2635162,2.58515E+14,64964,1321742,0.5016
02-12-2011,AXISBANK,EQ,972.6,978.65,1012,965.55,1011.3,1005.95,989.69,2623926,2.59687E+14,66927,1037995,0.3956
05-12-2011,AXISBANK,EQ,1005.95,1005,1036.05,992.6,1031.3,1032.15,1020.27,2508512,2.55935E+14,76310,889915,0.3548
07-12-2011,AXISBANK,EQ,1032.15,1033,1052.45,1029.45,1037,1039.55,1042.84,1873993,1.95427E+14,65592,689804,0.3681
08-12-2011,AXISBANK,EQ,1039.55,1035,1041.95,995,999,1003.4,1011.82,2323242,2.35071E+14,71349,837397,0.3604
09-12-2011,AXISBANK,EQ,1003.4,981.35,1012.9,978.2,989,991.9,996.47,2175543,2.16787E+14,55696,627138,0.2883
12-12-2011,AXISBANK,EQ,991.9,1005,1008,967.25,967.3,970.4,983.35,1516382,1.49114E+14,40171,357204,0.2356
13-12-2011,AXISBANK,EQ,970.4,962,974,940.35,972,959.9,954.21,2545664,2.4291E+14,74954,873929,0.3433
14-12-2011,AXISBANK,EQ,959.9,959,981,950.55,962.45,959.15,965.74,2421874,2.3389E+14,64384,790168,0.3263
15-12-2011,AXISBANK,EQ,959.15,948,952.15,934,951.4,949.1,942.93,2268610,2.13913E+14,61740,767323,0.3382
16-12-2011,AXISBANK,EQ,949.1,955,964,895,901.4,904.05,923.4,4109418,3.79462E+14,102529,1673582,0.4073
19-12-2011,AXISBANK,EQ,904.05,897.95,897.95,828,850.65,849.05,850.43,3714298,3.15876E+14,102889,1551573,0.4177
20-12-2011,AXISBANK,EQ,849.05,857.7,857.7,808.85,819.05,820.3,821.36,3895799,3.19986E+14,109026,1342532,0.3446
21-12-2011,AXISBANK,EQ,820.3,845.2,859,832.35,853.3,854.3,843.89,2397846,2.02352E+14,74193,629031,0.2623
22-12-2011,AXISBANK,EQ,854.3,842.25,878.3,840.4,878,873.65,862.3,3090876,2.66526E+14,89656,424533,0.1374
23-12-2011,AXISBANK,EQ,873.65,885,896,865.65,880.3,879.95,881.28,2932357,2.58423E+14,78336,975383,0.3326
26-12-2011,AXISBANK,EQ,879.95,880,891,867,869,872,877.12,1706610,1.4969E+14,54915,297279,0.1742
27-12-2011,AXISBANK,EQ,872,872.4,872.8,839.8,844,845.25,853.02,1742237,1.48617E+14,57316,392819,0.2255
28-12-2011,AXISBANK,EQ,845.25,841,841,820.1,830.05,832.6,828.46,1947165,1.61315E+14,48935,503636,0.2587
29-12-2011,AXISBANK,EQ,832.6,824.45,837.9,808,809.8,815.55,824.14,2785022,2.29524E+14,70904,1006193,0.3613
30-12-2011,AXISBANK,EQ,815.55,816,827.45,803.3,806,808.1,815.92,2032545,1.65838E+14,65675,503623,0.2478
02-01-2012,AXISBANK,EQ,808.1,810,815,784,794.6,794.8,796.02,1945453,1.54862E+14,57556,517813,0.2662
03-01-2012,AXISBANK,EQ,794.8,805.1,841.9,803.65,841,837.55,823.23,2142010,1.76337E+14,72953,581169,0.2713
04-01-2012,AXISBANK,EQ,837.55,844.8,856,831.9,848,848.15,844.85,3387350,2.86179E+14,88420,1407867,0.4156
05-01-2012,AXISBANK,EQ,848.15,849,878.8,845.05,869.05,870.65,865.32,3380234,2.92499E+14,84209,1178463,0.3486
06-01-2012,AXISBANK,EQ,870.65,862.8,866,836.3,852.6,853.5,848.81,2469065,2.09576E+14,72553,561834,0.2275
07-01-2012,AXISBANK,EQ,853.5,850.1,855.5,848.2,852.3,852.2,852.35,155654,1.32671E+13,4568,17803,0.1144
09-01-2012,AXISBANK,EQ,852.2,851,863.4,835.1,863,858.2,849.54,1752655,1.48895E+14,52133,552880,0.3155
10-01-2012,AXISBANK,EQ,858.2,869,897,866.1,894.5,894.75,888.57,1965418,1.74641E+14,56807,564465,0.2872
11-01-2012,AXISBANK,EQ,894.75,898,947.45,893.1,943.5,933.65,913.7,3106413,2.83832E+14,96149,946904,0.3048
12-01-2012,AXISBANK,EQ,933.65,931,968.45,926.95,942,940.5,946.34,3551923,3.36131E+14,100584,1208100,0.3401
13-01-2012,AXISBANK,EQ,940.5,948.85,955.95,928.55,938.55,939.7,944.65,2400856,2.26797E+14,62113,763887,0.3182
16-01-2012,AXISBANK,EQ,939.7,934,939,917.1,939,935.25,928.26,1981422,1.83928E+14,70782,436849,0.2205
17-01-2012,AXISBANK,EQ,935.25,943,979.9,943,960.95,962.25,963.72,2652545,2.55632E+14,77539,920585,0.3471
18-01-2012,AXISBANK,EQ,962.25,964,968.95,930.1,931.8,933.25,938.28,1841280,1.72763E+14,62463,667687,0.3626
19-01-2012,AXISBANK,EQ,933.25,945,961.2,943.25,953.9,955.05,953.62,1778225,1.69574E+14,58291,648551,0.3647
20-01-2012,AXISBANK,EQ,955.05,962.1,1020,955.45,1018,1009.05,990.4,4924504,4.87725E+14,131781,1422892,0.2889
23-01-2012,AXISBANK,EQ,1009.05,1017,1037.8,990.8,994.85,996.95,1014.46,3594421,3.6464E+14,91851,1341924,0.3733
24-01-2012,AXISBANK,EQ,996.95,997,1046,984.05,1020.9,1032.6,1019.5,7011924,7.14866E+14,160890,3303235,0.4711
25-01-2012,AXISBANK,EQ,1032.6,1038.8,1075.9,1020.55,1054,1063.65,1051.93,4449954,4.68102E+14,114995,1651513,0.3711
27-01-2012,AXISBANK,EQ,1063.65,1074,1079.4,1056.35,1076,1073.05,1069.2,2779461,2.9718E+14,94777,1050866,0.3781
30-01-2012,AXISBANK,EQ,1073.05,1069.8,1069.8,1017.3,1021,1023.45,1043.83,2010435,2.09855E+14,79574,910929,0.4531
31-01-2012,AXISBANK,EQ,1023.45,1035,1088,1030.95,1085.05,1075.05,1054.31,2203159,2.32282E+14,71663,870250,0.395
01-02-2012,AXISBANK,EQ,1075.05,1074.5,1092.3,1053.3,1088.4,1088.1,1069.82,2227592,2.38313E+14,66320,798630,0.3585
02-02-2012,AXISBANK,EQ,1088.1,1094,1108.7,1063.55,1070.15,1075.9,1086.67,2806667,3.04992E+14,75475,831314,0.2962
03-02-2012,AXISBANK,EQ,1075.9,1076.7,1109.35,1061.2,1090,1099.35,1089.72,2119699,2.30987E+14,67351,700197,0.3303
06-02-2012,AXISBANK,EQ,1099.35,1114,1118.4,1097.95,1110.05,1110.05,1108.82,2882435,3.19611E+14,84381,1092388,0.379
07-02-2012,AXISBANK,EQ,1110.05,1124.9,1124.9,1099,1112.1,1113.6,1111.07,1716649,1.90732E+14,55308,416616,0.2427
08-02-2012,AXISBANK,EQ,1113.6,1118,1141.15,1102.65,1124,1127.2,1123.69,2967018,3.334E+14,93598,1257592,0.4239
09-02-2012,AXISBANK,EQ,1127.2,1114.7,1141.8,1106.25,1138,1134.5,1120.66,2307062,2.58543E+14,78322,964172,0.4179
10-02-2012,AXISBANK,EQ,1134.5,1126,1143.9,1101.9,1111.8,1118.05,1120.98,1661450,1.86245E+14,58022,464563,0.2796
13-02-2012,AXISBANK,EQ,1118.05,1120,1127.75,1108.5,1116,1116.35,1118.73,1476639,1.65196E+14,39809,496556,0.3363
14-02-2012,AXISBANK,EQ,1116.35,1118,1133,1111.25,1128.05,1129.65,1127.06,1393225,1.57025E+14,45120,485041,0.3481
15-02-2012,AXISBANK,EQ,1129.65,1142,1230,1140.1,1210,1221,1190.45,3528193,4.20013E+14,107388,1444305,0.4094
16-02-2012,AXISBANK,EQ,1221,1205.15,1235,1195,1233,1224.3,1210.8,2528000,3.06089E+14,73068,802048,0.3173
17-02-2012,AXISBANK,EQ,1224.3,1248,1295,1240,1277.6,1278.2,1275.02,2929410,3.73507E+14,81642,1072022,0.366
21-02-2012,AXISBANK,EQ,1278.2,1269,1308.45,1268.15,1282.35,1287.6,1293.33,2033183,2.62957E+14,61300,584990,0.2877
22-02-2012,AXISBANK,EQ,1287.6,1286.3,1293.4,1204,1208,1216.05,1252.55,3142766,3.93647E+14,76750,1154403,0.3673
23-02-2012,AXISBANK,EQ,1216.05,1210,1245,1196,1220,1217.7,1220.81,3100197,3.78475E+14,74649,828890,0.2674
24-02-2012,AXISBANK,EQ,1217.7,1217.8,1246.55,1176.15,1187.5,1183.45,1202.46,3045610,3.66222E+14,81343,1096405,0.36
27-02-2012,AXISBANK,EQ,1183.45,1185,1187.85,1105,1106,1114.5,1131.26,3051507,3.45204E+14,81694,1417754,0.4646
28-02-2012,AXISBANK,EQ,1114.5,1129.5,1188,1120.15,1170,1170.55,1157.6,3138141,3.6327E+14,97400,1132434,0.3609
29-02-2012,AXISBANK,EQ,1170.55,1190,1209.55,1160.25,1179,1177.75,1184.01,2541084,3.00867E+14,71153,686151,0.27
01-03-2012,AXISBANK,EQ,1177.75,1175,1175,1132.4,1141.95,1152.9,1149.83,1577856,1.81426E+14,50529,301353,0.191
02-03-2012,AXISBANK,EQ,1152.9,1164.95,1208.9,1144.45,1163.8,1166.65,1178.43,3018407,3.55699E+14,92597,625286,0.2072
03-03-2012,AXISBANK,EQ,1166.65,1171,1177.7,1166.05,1171.05,1172.1,1172.68,109687,1.28628E+13,3447,20687,0.1886
05-03-2012,AXISBANK,EQ,1172.1,1165,1169,1142.75,1150,1150,1150.95,1367511,1.57393E+14,35516,475752,0.3479
06-03-2012,AXISBANK,EQ,1150,1148.9,1200,1105.75,1138.1,1147.5,1164.78,3914605,4.55966E+14,107895,1036317,0.2647
07-03-2012,AXISBANK,EQ,1147.5,1140,1169.95,1130.75,1166,1164.85,1155.17,2248366,2.59725E+14,65459,427831,0.1903
09-03-2012,AXISBANK,EQ,1164.85,1189,1219,1185,1213.95,1213.4,1204.23,2372886,2.8575E+14,68938,912086,0.3844
12-03-2012,AXISBANK,EQ,1213.4,1250,1257.65,1213.15,1221.7,1225,1229.39,1940814,2.38603E+14,62717,373847,0.1926
13-03-2012,AXISBANK,EQ,1225,1240,1248.5,1236.35,1240.5,1240.6,1242.88,1822438,2.26508E+14,56936,814410,0.4469
14-03-2012,AXISBANK,EQ,1240.6,1265,1283.7,1258.25,1274.2,1274.05,1270.5,2705604,3.43747E+14,79498,1390213,0.5138
15-03-2012,AXISBANK,EQ,1274.05,1275,1276,1233.6,1240,1242.4,1250.41,1899184,2.37475E+14,66127,504143,0.2655
16-03-2012,AXISBANK,EQ,1242.4,1234.5,1279.5,1203.45,1217,1216.2,1244.31,2822843,3.51249E+14,71263,746442,0.2644
19-03-2012,AXISBANK,EQ,1216.2,1227.95,1238,1188.55,1199.8,1198.95,1212.18,1813073,2.19777E+14,56178,374707,0.2067
20-03-2012,AXISBANK,EQ,1198.95,1200,1221.25,1180.1,1183.15,1186.35,1196.76,2177476,2.60591E+14,67803,460005,0.2113
21-03-2012,AXISBANK,EQ,1186.35,1185,1242.95,1183.15,1241.6,1228.75,1206.02,2270010,2.73769E+14,85554,711946,0.3136
22-03-2012,AXISBANK,EQ,1228.75,1235.25,1243.3,1169.1,1171.05,1176.5,1208.52,2128705,2.57259E+14,87514,626826,0.2945
23-03-2012,AXISBANK,EQ,1176.5,1188.8,1202.5,1152.2,1182.05,1179.35,1177.45,2796088,3.29225E+14,87305,586738,0.2098
26-03-2012,AXISBANK,EQ,1179.35,1174.9,1174.9,1120,1126,1125.15,1137.88,2270885,2.58399E+14,86606,871769,0.3839
27-03-2012,AXISBANK,EQ,1125.15,1154,1161,1117.05,1144,1141.5,1137.53,2947670,3.35307E+14,82279,686528,0.2329
28-03-2012,AXISBANK,EQ,1141.5,1130,1137.85,1108.25,1113,1115.6,1122.85,1969080,2.21098E+14,66846,661093,0.3357
29-03-2012,AXISBANK,EQ,1115.6,1098.15,1137.6,1095.2,1118.95,1122.05,1119.21,2738630,3.06511E+14,71029,879897,0.3213
30-03-2012,AXISBANK,EQ,1122.05,1132.5,1152,1130,1144,1146.2,1143.61,2596538,2.96943E+14,72227,1015516,0.3911
02-04-2012,AXISBANK,EQ,1146.2,1126,1161.5,1126,1152.95,1154.8,1151.87,1731666,1.99466E+14,47455,529111,0.3056
03-04-2012,AXISBANK,EQ,1154.8,1161,1185,1159,1176.95,1175.8,1175.58,1927974,2.26648E+14,67640,755763,0.392
04-04-2012,AXISBANK,EQ,1175.8,1161,1173.8,1155.35,1168,1166.65,1163.74,1496075,1.74104E+14,55524,366156,0.2447
09-04-2012,AXISBANK,EQ,1166.65,1157.55,1158,1141.2,1146.5,1145.95,1148.15,1023341,1.17495E+14,43243,298299,0.2915
10-04-2012,AXISBANK,EQ,1145.95,1154.5,1159.5,1139.8,1153.6,1153.55,1151.28,1128122,1.29879E+14,43640,302113,0.2678
11-04-2012,AXISBANK,EQ,1153.55,1138,1169.6,1134.05,1164,1157.4,1152.43,1714756,1.97613E+14,57286,384370,0.2242
12-04-2012,AXISBANK,EQ,1157.4,1163.4,1202.6,1163.4,1193.95,1196.5,1189.8,1929913,2.29621E+14,64894,398704,0.2066
13-04-2012,AXISBANK,EQ,1196.5,1206,1216.95,1156.1,1159.3,1162.15,1188.62,2283736,2.71449E+14,56443,836645,0.3663
16-04-2012,AXISBANK,EQ,1162.15,1159.8,1200,1158.1,1200,1196.85,1186.08,1272484,1.50926E+14,39694,270983,0.213
17-04-2012,AXISBANK,EQ,1196.85,1209,1225,1161.45,1211.3,1211.65,1203.96,3138000,3.77802E+14,89097,608222,0.1938
18-04-2012,AXISBANK,EQ,1211.65,1220,1226.5,1189.1,1190.75,1196.3,1212.03,1517817,1.83965E+14,47941,503171,0.3315
19-04-2012,AXISBANK,EQ,1196.3,1197.3,1209.4,1183.8,1197.95,1195.55,1196.21,1198547,1.43371E+14,46750,195753,0.1633
20-04-2012,AXISBANK,EQ,1195.55,1189.95,1204.85,1163.15,1175,1177.15,1185.84,1355032,1.60685E+14,48598,284412,0.2099
23-04-2012,AXISBANK,EQ,1177.15,1178,1188.4,1127,1127,1134.45,1155.18,1505173,1.73874E+14,53932,467677,0.3107
24-04-2012,AXISBANK,EQ,1134.45,1141.9,1142.05,1089,1113,1113.9,1115.57,2548535,2.84308E+14,91194,923960,0.3625
25-04-2012,AXISBANK,EQ,1113.9,1114,1125,1081.25,1096.5,1094.75,1099.9,2817831,3.09932E+14,81005,1036351,0.3678
26-04-2012,AXISBANK,EQ,1094.75,1096,1098.95,1076.15,1082.25,1086.65,1084.99,2185738,2.37151E+14,63645,1079493,0.4939
27-04-2012,AXISBANK,EQ,1086.65,1089.7,1115.95,1089,1100.3,1104,1104.45,2527504,2.7915E+14,81292,579823,0.2294
28-04-2012,AXISBANK,EQ,1104,1125.25,1135.85,1114,1123.05,1121.2,1121.87,456767,5.12431E+13,12500,77216,0.169
30-04-2012,AXISBANK,EQ,1121.2,1120.35,1129.7,1098.25,1106.15,1106.95,1114.08,1772972,1.97524E+14,55654,386107,0.2178
02-05-2012,AXISBANK,EQ,1106.95,1107.2,1127.65,1095,1096,1103.25,1112.2,1930499,2.1471E+14,73372,807137,0.4181
03-05-2012,AXISBANK,EQ,1103.25,1094,1094,1054,1059.95,1058.3,1069.26,2316943,2.47742E+14,85727,971183,0.4192
04-05-2012,AXISBANK,EQ,1058.3,1049,1050.2,998.7,1005.95,1009.75,1016.89,3702478,3.76502E+14,98427,1605056,0.4335
07-05-2012,AXISBANK,EQ,1009.75,990,1029.7,968.75,1022.65,1022.55,995.68,3048851,3.03567E+14,89162,1077648,0.3535
08-05-2012,AXISBANK,EQ,1022.55,1025.5,1029.9,972,974.8,983.45,1004.18,2401298,2.41134E+14,74926,756845,0.3152
09-05-2012,AXISBANK,EQ,983.45,970.3,981.9,955,958.45,961.15,968.53,2451776,2.37461E+14,88034,718150,0.2929
10-05-2012,AXISBANK,EQ,961.15,962.75,994.7,962.75,985,981.25,982.28,2456361,2.41284E+14,71760,794881,0.3236
11-05-2012,AXISBANK,EQ,981.25,973.15,1009,967.05,996.65,1000.2,990.19,2479664,2.45533E+14,75379,650760,0.2624
14-05-2012,AXISBANK,EQ,1000.2,1004,1013.6,975,998,997.65,993.81,1983588,1.97131E+14,55623,493981,0.249
15-05-2012,AXISBANK,EQ,997.65,988,1006.45,983,988.7,993.6,995.94,1726538,1.71952E+14,55754,394114,0.2283
16-05-2012,AXISBANK,EQ,993.6,970.1,981.95,960.1,972,971.4,971.71,1998560,1.94201E+14,64495,767230,0.3839
17-05-2012,AXISBANK,EQ,971.4,979.4,987.9,944.4,952,951.3,966.71,2086488,2.01702E+14,71264,667302,0.3198
18-05-2012,AXISBANK,EQ,951.3,933.95,955.4,922,955,949.4,938.6,3046588,2.85953E+14,94919,961417,0.3156
21-05-2012,AXISBANK,EQ,949.4,951,968.8,950.15,960.55,963.25,960.91,2309611,2.21933E+14,85544,790741,0.3424
22-05-2012,AXISBANK,EQ,963.25,979,983,958.65,968,965.55,970.68,1903922,1.84809E+14,64898,577773,0.3035
23-05-2012,AXISBANK,EQ,965.55,960,969.6,951.5,964,963.45,960.97,1327044,1.27525E+14,48922,196252,0.1479
24-05-2012,AXISBANK,EQ,963.45,970.5,999.8,962.75,998.25,997.8,985.65,2105646,2.07543E+14,65360,396436,0.1883
25-05-2012,AXISBANK,EQ,997.8,998,1012,992.4,1000,1000.4,1004.31,1809738,1.81753E+14,64055,218459,0.1207
28-05-2012,AXISBANK,EQ,1000.4,1004,1032,1004,1031.9,1029.4,1020.66,1737528,1.77343E+14,59535,598759,0.3446
29-05-2012,AXISBANK,EQ,1029.4,1033,1038,1019.4,1021.65,1024,1029.1,1323563,1.36208E+14,48248,353822,0.2673
30-05-2012,AXISBANK,EQ,1024,1016.8,1016.8,996.3,1002.05,1000.8,1003.06,998076,1.00113E+14,36143,230922,0.2314
31-05-2012,AXISBANK,EQ,1000.8,985.6,990.8,964.05,980,970.95,976.59,2458205,2.40066E+14,60154,1394348,0.5672
01-06-2012,AXISBANK,EQ,970.95,969.8,985,957,966.9,964.55,968.87,1591361,1.54182E+14,65198,642521,0.4038
